ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure,Family_Size,Total_Spending,Total_Purchases,Accepted_Campaigns,Children,KMeans_Cluster,DBSCAN_Cluster,PCA1,PCA2
771,1967,2,5,54178.0,0,1,2014-01-21,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0,59,4363,2,194,9,0,1,3,3,-1.1753246648423488,-0.2079809048034227
8996,1957,4,3,51381.5,2,1,2012-11-19,4,230,42,192,49,37,53,12,7,2,8,9,0,0,0,0,0,0,0,69,4791,4,603,17,0,3,3,-1,-1.9019415211633628,5.374741378435989
9235,1957,2,4,51381.5,1,1,2014-05-27,45,7,0,8,2,0,1,1,1,0,2,7,0,0,0,0,0,0,0,69,4237,3,18,3,0,2,3,0,-3.5860667810869997,0.8497090974296951
5798,1973,3,5,51381.5,0,0,2013-11-23,87,445,37,359,98,28,18,1,2,4,8,1,0,0,0,0,0,0,0,53,4422,1,985,14,0,0,2,-1,1.9305019540521176,-1.8537039010849123
11178,1972,3,4,42394.0,1,0,2014-03-23,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,0,54,4302,2,32,4,0,1,0,1,-2.8943571326024045,-1.5320391133086584
2230,1970,4,3,23626.0,1,0,2014-05-24,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,56,4240,2,43,7,0,1,0,1,-2.6119424420600827,-0.8474040178459483
7516,1983,2,3,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,43,4242,2,45,5,0,1,0,1,-2.841857770481171,-2.3520618231690893
7247,1960,2,6,47916.0,0,1,2012-11-22,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,0,66,4788,2,606,17,1,1,2,-1,0.5811338829154685,2.4365103598961038
11100,1972,2,2,51813.0,1,1,2013-04-11,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,0,54,4648,3,63,5,0,2,3,0,-3.3805482780939293,0.5052497090073409
4646,1951,0,3,78497.0,0,0,2013-12-01,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,75,4414,1,978,24,1,0,1,-1,4.513548017206666,-0.16543191132638366
3037,1983,4,3,50150.0,0,0,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,43,4578,1,410,14,0,0,2,-1,0.6515572561440881,-1.9673797681845473
1473,1960,0,4,47823.0,0,1,2013-07-23,0,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,0,66,4545,2,72,5,0,1,3,-1,-2.4170292932555095,0.04535105430012368
1016,1959,4,4,34554.0,0,1,2014-03-30,43,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,0,67,4295,2,55,5,0,1,3,3,-2.3905185269913503,0.41196473748068374
4518,1979,2,5,85693.0,0,1,2013-04-20,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,0,0,47,4639,2,1169,25,0,1,2,-1,4.175364114300238,0.7748815375218802
9370,1945,4,3,65846.0,0,0,2013-05-17,68,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,0,81,4612,1,1120,15,0,0,2,-1,2.6134424747873255,0.5112512916395299
8908,1959,2,3,87195.0,0,0,2014-05-08,35,217,76,690,50,26,38,1,3,11,5,1,0,0,0,0,0,0,1,67,4256,1,1097,19,0,0,1,-1,3.3269339359247865,-1.0878036719354898
8373,1979,1,5,24594.0,1,0,2013-12-10,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,0,47,4405,2,29,4,0,1,0,1,-2.9034410942092075,-2.2773388454688384
7533,1964,2,3,49096.0,1,1,2013-09-24,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,0,62,4482,3,187,9,0,2,3,0,-2.790945090561856,1.6173199296890137
2683,1969,2,3,52413.0,0,2,2013-02-02,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,57,4716,3,910,22,0,2,2,-1,1.4914326481201627,3.084586049692603
3629,1978,2,4,38557.0,1,0,2012-12-19,17,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,0,48,4761,2,145,7,0,1,0,1,-2.356890333565884,-1.3653236059674494
10991,1960,3,3,89058.0,0,0,2012-12-07,18,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,0,66,4773,1,850,13,0,0,2,-1,2.4647142433728066,-0.7973539118999958
5077,1979,2,5,77298.0,0,1,2013-11-02,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,47,4443,2,969,23,0,1,2,-1,2.5214990569725826,0.35265758942148556
7431,1991,4,4,68126.0,0,0,2012-11-10,40,1332,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,0,1,35,4800,1,1820,16,1,0,1,-1,3.1321607496517103,-1.1027756633703165
3267,1963,3,5,57288.0,0,1,2014-06-25,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,0,63,4208,2,608,17,1,1,2,-1,0.5075008971914557,1.9137889828799202
999,1991,2,4,86037.0,0,0,2013-01-02,95,490,44,125,29,20,22,1,6,7,11,3,0,1,1,0,0,0,1,35,4747,1,730,24,2,0,1,-1,3.9629351369395422,-1.8815479107582063
9215,1980,4,3,43974.0,1,0,2012-12-12,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,0,46,4768,2,551,16,0,1,0,-1,-0.7107096047838724,0.20902269388670228
2286,1962,2,4,50785.0,1,1,2013-09-10,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,64,4496,3,114,6,0,2,3,0,-2.9812516706311003,1.0874321917118088
1592,1970,2,3,90765.0,0,0,2014-01-24,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,0,56,4360,1,1724,15,2,0,1,-1,6.049404055493207,-2.5375564947588916
367,1978,0,3,36550.0,1,0,2013-02-19,74,47,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,0,0,48,4699,2,577,15,0,1,2,-1,0.2730839930947058,-0.41031662547320746
5234,1967,0,5,30753.0,1,1,2013-07-11,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,0,59,4557,3,81,5,0,2,3,4,-3.2079238988769725,0.3464262976412585
9862,1969,2,5,21918.0,1,0,2013-11-14,37,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,0,57,4431,2,33,5,0,1,0,1,-2.8238953802338442,-1.2971830291239141
9805,1953,3,5,56129.0,0,1,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,73,4578,2,660,18,0,1,2,-1,1.0965540713211002,2.2378037281934593
6205,1967,3,4,32557.0,1,0,2014-02-24,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,0,1,59,4329,2,80,6,0,1,0,1,-2.5046849745430873,-0.8614382957214236
8442,1985,3,3,19510.0,2,0,2013-09-04,63,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,0,41,4502,3,30,4,0,2,0,-1,-4.18345379768163,-1.2605686227614517
7386,1976,2,2,30992.0,1,0,2013-04-22,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,50,4637,2,43,4,0,1,0,1,-2.9684237415921535,-1.8153627163797157
7215,1983,2,4,101970.0,0,0,2013-03-12,69,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,0,1,43,4678,1,1135,27,3,0,1,-1,6.58227789213777,-1.3708933468566327
1491,1965,0,5,71488.0,0,0,2013-02-18,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,0,61,4700,1,559,14,0,0,2,-1,1.6979202911684281,-1.212074041652988
11071,1984,2,4,79607.0,0,0,2013-04-21,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,0,1,42,4638,1,1923,15,0,0,1,-1,4.82625324469631,-2.3469234224146063
3381,1953,3,3,54348.0,1,1,2014-06-08,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,0,73,4225,3,90,6,0,2,3,0,-3.043513624058515,1.64540877625319
8268,1961,4,3,51381.5,0,1,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,65,4557,2,404,14,0,1,3,5,-0.7325245118762337,1.577801297842029
11051,1956,4,5,77376.0,1,1,2014-05-10,72,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,0,70,4254,3,661,19,0,2,3,-1,-0.21968455885000415,3.206082842441591
8026,1952,2,3,62998.0,0,1,2013-09-30,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,0,74,4476,2,463,14,0,1,2,-1,0.5579738434055954,1.7738926840316407
